submission name,revised name,hits,number of common atoms,number of atoms,smiles,silane smiles,dummy smiles,thio smiles,issue
AGN-NEW-5f0-1,AGN-NEW-5f0-1_ACR1,"x0434,x0540",19,37,C=CC(=O)N1CC(CCN(C(=O)Nc2c(C)ncc(C)c2CCN2CCOCC2)c2cc(C)ccn2)C1,Cc1ccnc(N(CCC2CN(C(=O)CC[SiH3])C2)C(=O)Nc2c(C)ncc(C)c2CCN2CCOCC2)c1,*CCC(=O)N1CC(CCN(C(=O)Nc2c(C)ncc(C)c2CCN2CCOCC2)c2cc(C)ccn2)C1,Cc1ccnc(N(CCC2CN(C(=O)CC[S-])C2)C(=O)Nc2c(C)ncc(C)c2CCN2CCOCC2)c1,
AGN-NEW-63f-1,AGN-NEW-63f-1_ACR1,x0434,16,27,C=CC(=O)NC1CN(c2cc(C)cc(Cl)c2)C(=O)N(c2cnccc2C)C1,Cc1cc(Cl)cc(N2CC(NC(=O)CC[SiH3])CN(c3cnccc3C)C2=O)c1,*CCC(=O)NC1CN(c2cc(C)cc(Cl)c2)C(=O)N(c2cnccc2C)C1,Cc1cc(Cl)cc(N2CC(NC(=O)CC[S-])CN(c3cnccc3C)C2=O)c1,
AGN-NEW-63f-2,AGN-NEW-63f-2_ACR1,x0434,16,27,C=CC(=O)NC1CN(c2cc(C)cc(F)c2)C(=O)N(c2cnccc2C)C1,Cc1cc(F)cc(N2CC(NC(=O)CC[SiH3])CN(c3cnccc3C)C2=O)c1,*CCC(=O)NC1CN(c2cc(C)cc(F)c2)C(=O)N(c2cnccc2C)C1,Cc1cc(F)cc(N2CC(NC(=O)CC[S-])CN(c3cnccc3C)C2=O)c1,
AGN-NEW-cce-1,AGN-NEW-cce-1_ACR1,x0434,9,23,C=CC(=O)Nc1c(C)cccc1CC(=O)Nc1cccnc1Cl,Cc1cccc(CC(=O)Nc2cccnc2Cl)c1NC(=O)CC[SiH3],*CCC(=O)Nc1c(C)cccc1CC(=O)Nc1cccnc1Cl,Cc1cccc(CC(=O)Nc2cccnc2Cl)c1NC(=O)CC[S-],
AGN-NEW-cce-2,AGN-NEW-cce-2_ACR1,x0434,9,23,C=CC(=O)Nc1c(Cl)cccc1CC(=O)Nc1cccnc1C,Cc1ncccc1NC(=O)Cc1cccc(Cl)c1NC(=O)CC[SiH3],*CCC(=O)Nc1c(Cl)cccc1CC(=O)Nc1cccnc1C,Cc1ncccc1NC(=O)Cc1cccc(Cl)c1NC(=O)CC[S-],
AGN-NEW-cce-3,AGN-NEW-cce-3_ACR1,x0434,9,24,C=CC(=O)Nc1c(C)ccc(C)c1CC(=O)Nc1cccnc1Cl,Cc1ccc(C)c(NC(=O)CC[SiH3])c1CC(=O)Nc1cccnc1Cl,*CCC(=O)Nc1c(C)ccc(C)c1CC(=O)Nc1cccnc1Cl,Cc1ccc(C)c(NC(=O)CC[S-])c1CC(=O)Nc1cccnc1Cl,
ANT-OPE-ab3-1,ANT-OPE-ab3-1_ACR1,x0104,11,18,CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,CN(C)CC([SiH3])CC(=O)Nc1c[nH]c2ccccc12,*C(CC(=O)Nc1c[nH]c2ccccc12)CN(C)C,CN(C)CC([S-])CC(=O)Nc1c[nH]c2ccccc12,
ANT-OPE-ab3-2,ANT-OPE-ab3-2_ACR1,x0104,14,19,CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,CN(C)CC([SiH3])CC(=O)NCc1c[nH]c2ccccc12,*C(CC(=O)NCc1c[nH]c2ccccc12)CN(C)C,CN(C)CC([S-])CC(=O)NCc1c[nH]c2ccccc12,
ANT-OPE-b90-1,ANT-OPE-b90-1_ACR1,x0072,9,28,C=CC(=O)NCCc1c[nH]c2c(NCc3ccc4[nH]cnc4c3)cc(F)cc12,O=C(CC[SiH3])NCCc1c[nH]c2c(NCc3ccc4[nH]cnc4c3)cc(F)cc12,*CCC(=O)NCCc1c[nH]c2c(NCc3ccc4[nH]cnc4c3)cc(F)cc12,O=C(CC[S-])NCCc1c[nH]c2c(NCc3ccc4[nH]cnc4c3)cc(F)cc12,
ANT-OPE-c0c-1,ANT-OPE-c0c-1_ACR1,x0831,17,18,C=CC(=O)N1CCCN(Cc2ccccc2)CC1,O=C(CC[SiH3])N1CCCN(Cc2ccccc2)CC1,*CCC(=O)N1CCCN(Cc2ccccc2)CC1,O=C(CC[S-])N1CCCN(Cc2ccccc2)CC1,
ANT-OPE-d97-1,ANT-OPE-d97-1_ACR1,x0831,16,18,C=CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,O=C(CC[SiH3])N1CCN(Cc2ccc(F)cc2)CC1,*CCC(=O)N1CCN(Cc2ccc(F)cc2)CC1,O=C(CC[S-])N1CCN(Cc2ccc(F)cc2)CC1,
BEN-DND-031-4,BEN-DND-031-4_ACR1,"x0305,x0434,x0540,x0995,x1351,x1358",17,21,NC(=O)/C=C/CN1CCC(C(=O)Nc2ccccc2)CC1,NC(=O)CC([SiH3])CN1CCC(C(=O)Nc2ccccc2)CC1,*C(CC(N)=O)CN1CCC(C(=O)Nc2ccccc2)CC1,NC(=O)CC([S-])CN1CCC(C(=O)Nc2ccccc2)CC1,
BEN-DND-031-7,BEN-DND-031-7_ACR1,"x0305,x0434,x0540,x0995,x1351,x1358",15,27,NC(=O)C1CCN(C/C=C(\C(=O)Nc2ccccc2)/c2cccnc2)CC1,NC(=O)C1CCN(CC([SiH3])C(C(=O)Nc2ccccc2)c2cccnc2)CC1,*C(CN1CCC(C(N)=O)CC1)C(C(=O)Nc1ccccc1)c1cccnc1,NC(=O)C1CCN(CC([S-])C(C(=O)Nc2ccccc2)c2cccnc2)CC1,
BEN-DND-031-8,BEN-DND-031-8_ACR1,"x0305,x0434,x0540,x0995,x1351,x1358",15,17,C=C(C(=O)Nc1ccccc1)c1cccnc1,O=C(Nc1ccccc1)C(C[SiH3])c1cccnc1,*CC(C(=O)Nc1ccccc1)c1cccnc1,O=C(Nc1ccccc1)C(C[S-])c1cccnc1,
BEN-VAN-77c-10,BEN-VAN-77c-10_ACR1,"x0759,x1478",16,29,C=CC(=O)N1CCO[C@@H](c2ccc(F)cc2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1cc(F)ccc1[C@H]1CN(C(=O)CC[SiH3])CCO1)Nc1ccc(C#N)cn1,*CCC(=O)N1CCO[C@@H](c2ccc(F)cc2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1cc(F)ccc1[C@H]1CN(C(=O)CC[S-])CCO1)Nc1ccc(C#N)cn1,
BEN-VAN-77c-11,BEN-VAN-77c-11_ACR1,"x0759,x1478",16,30,C=CC(=O)N1CCO[C@@H](c2cc(F)c(F)cc2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1cc(F)c(F)cc1[C@H]1CN(C(=O)CC[SiH3])CCO1)Nc1ccc(C#N)cn1,*CCC(=O)N1CCO[C@@H](c2cc(F)c(F)cc2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1cc(F)c(F)cc1[C@H]1CN(C(=O)CC[S-])CCO1)Nc1ccc(C#N)cn1,
BEN-VAN-77c-12,BEN-VAN-77c-12_ACR1,"x0759,x1478",16,30,C=CC(=O)N1CCO[C@@H](c2ccc(F)c(F)c2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1c([C@H]2CN(C(=O)CC[SiH3])CCO2)ccc(F)c1F)Nc1ccc(C#N)cn1,*CCC(=O)N1CCO[C@@H](c2ccc(F)c(F)c2C[C@H](C)Nc2ccc(C#N)cn2)C1,C[C@@H](Cc1c([C@H]2CN(C(=O)CC[S-])CCO2)ccc(F)c1F)Nc1ccc(C#N)cn1,
BEN-VAN-77c-4,BEN-VAN-77c-4_ACR1,"x0759,x1478",17,29,C=CC(=O)N1CCO[C@H](c2ccc(F)c(CO[C@H](C)Nc3cccnc3Cl)c2)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[SiH3])CCO2)ccc1F,*CCC(=O)N1CCO[C@H](c2ccc(F)c(CO[C@H](C)Nc3cccnc3Cl)c2)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[S-])CCO2)ccc1F,
BEN-VAN-77c-5,BEN-VAN-77c-5_ACR1,"x0759,x1478",17,30,C=CC(=O)N1CCO[C@H](c2cc(F)c(F)c(CO[C@H](C)Nc3cccnc3Cl)c2)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[SiH3])CCO2)cc(F)c1F,*CCC(=O)N1CCO[C@H](c2cc(F)c(F)c(CO[C@H](C)Nc3cccnc3Cl)c2)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[S-])CCO2)cc(F)c1F,
BEN-VAN-77c-6,BEN-VAN-77c-6_ACR1,"x0759,x1478",18,30,C=CC(=O)N1CCO[C@H](c2cc(CO[C@H](C)Nc3cccnc3Cl)c(F)cc2F)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[SiH3])CCO2)c(F)cc1F,*CCC(=O)N1CCO[C@H](c2cc(CO[C@H](C)Nc3cccnc3Cl)c(F)cc2F)C1,C[C@H](Nc1cccnc1Cl)OCc1cc([C@@H]2CN(C(=O)CC[S-])CCO2)c(F)cc1F,
BEN-VAN-d2b-1,BEN-VAN-d2b-1_ACR1,"x0305,x0874,x0995",18,29,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c(C#N)cn1,
BEN-VAN-d2b-10,BEN-VAN-d2b-10_ACR1,"x0305,x0874,x0995",18,31,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(NCCOC)ncc1C#N,COCCNc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(NCCOC)ncc1C#N,COCCNc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c(C#N)cn1,
BEN-VAN-d2b-11,BEN-VAN-d2b-11_ACR1,"x0305,x0874,x0995",18,33,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1c(F)c(NCCOC)nc(F)c1C#N,COCCNc1nc(F)c(C#N)c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c1F,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1c(F)c(NCCOC)nc(F)c1C#N,COCCNc1nc(F)c(C#N)c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c1F,
BEN-VAN-d2b-12,BEN-VAN-d2b-12_ACR1,"x0305,x0874,x0995",18,31,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1c(Nc2cc(NCC)ncc2C#N)csc1OC,CCNc1cc(Nc2csc(OC)c2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1c(Nc2cc(NCC)ncc2C#N)csc1OC,CCNc1cc(Nc2csc(OC)c2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c(C#N)cn1,
BEN-VAN-d2b-13,BEN-VAN-d2b-13_ACR1,"x0305,x0874,x0995",18,30,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1csc(F)c1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2c([C@@H]3CCC[C@@H]3C(=O)NC(=O)CC[SiH3])csc2F)c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1csc(F)c1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2c([C@@H]3CCC[C@@H]3C(=O)NC(=O)CC[S-])csc2F)c(C#N)cn1,
BEN-VAN-d2b-14,BEN-VAN-d2b-14_ACR1,"x0305,x0874,x0995",18,30,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1csc(Cl)c1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2c([C@@H]3CCC[C@@H]3C(=O)NC(=O)CC[SiH3])csc2Cl)c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1csc(Cl)c1Nc1cc(NCC)ncc1C#N,CCNc1cc(Nc2c([C@@H]3CCC[C@@H]3C(=O)NC(=O)CC[S-])csc2Cl)c(C#N)cn1,
BEN-VAN-d2b-18,BEN-VAN-d2b-18_ACR1,"x0305,x0874,x0995",18,26,C=CC(=O)NC(=O)[C@@H]1CCC[C@H]1c1ccsc1c1ncc(NC)c(F)n1,CNc1cnc(-c2sccc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[SiH3])nc1F,*CCC(=O)NC(=O)[C@@H]1CCC[C@H]1c1ccsc1-c1ncc(NC)c(F)n1,CNc1cnc(-c2sccc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[S-])nc1F,
BEN-VAN-d2b-19,BEN-VAN-d2b-19_ACR1,"x0305,x0874,x0995",18,27,C=CC(=O)NC(=O)[C@@H]1CCC[C@H]1c1cc(F)sc1c1ncc(NC)c(F)n1,CNc1cnc(-c2sc(F)cc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[SiH3])nc1F,*CCC(=O)NC(=O)[C@@H]1CCC[C@H]1c1cc(F)sc1-c1ncc(NC)c(F)n1,CNc1cnc(-c2sc(F)cc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[S-])nc1F,
BEN-VAN-d2b-2,BEN-VAN-d2b-2_ACR1,"x0305,x0874,x0995",18,30,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1c(C#N)cnc(NCC)c1F,CCNc1ncc(C#N)c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c1F,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1c(C#N)cnc(NCC)c1F,CCNc1ncc(C#N)c(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c1F,
BEN-VAN-d2b-4,BEN-VAN-d2b-4_ACR1,"x0305,x0874,x0995",18,26,C=CC(=O)NC(=O)[C@@H]1CCC[C@H]1c1c(Cl)csc1c1ncc(NC)cn1,CNc1cnc(-c2scc(Cl)c2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[SiH3])nc1,*CCC(=O)NC(=O)[C@@H]1CCC[C@H]1c1c(Cl)csc1-c1ncc(NC)cn1,CNc1cnc(-c2scc(Cl)c2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[S-])nc1,
BEN-VAN-d2b-6,BEN-VAN-d2b-6_ACR1,"x0305,x0874,x0995",18,25,C=CC(=O)NC(=O)[C@@H]1CCC[C@H]1c1ccsc1c1ncc(NC)cn1,CNc1cnc(-c2sccc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[SiH3])nc1,*CCC(=O)NC(=O)[C@@H]1CCC[C@H]1c1ccsc1-c1ncc(NC)cn1,CNc1cnc(-c2sccc2[C@@H]2CCC[C@H]2C(=O)NC(=O)CC[S-])nc1,
BEN-VAN-d2b-9,BEN-VAN-d2b-9_ACR1,"x0305,x0874,x0995",18,29,C=CC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(OCC)ncc1C#N,CCOc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[SiH3])c(C#N)cn1,*CCC(=O)NC(=O)[C@H]1CCC[C@H]1c1cscc1Nc1cc(OCC)ncc1C#N,CCOc1cc(Nc2cscc2[C@@H]2CCC[C@@H]2C(=O)NC(=O)CC[S-])c(C#N)cn1,
BEN-VAN-ed8-10,BEN-VAN-ed8-10_ACR1,"x0305,x0434",12,27,C=CC(=O)NC(=O)CNc1cc(C)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(C)cc(NCC(=O)NC(=O)CC[SiH3])c2)n1,*CCC(=O)NC(=O)CNc1cc(C)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(C)cc(NCC(=O)NC(=O)CC[S-])c2)n1,
BEN-VAN-ed8-12,BEN-VAN-ed8-12_ACR1,"x0305,x0434",12,28,C=CC(=O)NC(=O)CNc1cc(CC)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(CC)cc(NCC(=O)NC(=O)CC[SiH3])c2)n1,*CCC(=O)NC(=O)CNc1cc(CC)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(CC)cc(NCC(=O)NC(=O)CC[S-])c2)n1,
BEN-VAN-ed8-19,BEN-VAN-ed8-19_ACR1,"x0305,x0434",12,27,C=CC(=O)NC(=O)CNc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(NCC(=O)NC(=O)CC[SiH3])ccc2Cl)n1,*CCC(=O)NC(=O)CNc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(NCC(=O)NC(=O)CC[S-])ccc2Cl)n1,
BEN-VAN-ed8-20,BEN-VAN-ed8-20_ACR1,"x0305,x0434",12,27,C=CC(=O)NC(=O)COc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(OCC(=O)NC(=O)CC[SiH3])ccc2Cl)n1,*CCC(=O)NC(=O)COc1ccc(Cl)c(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(OCC(=O)NC(=O)CC[S-])ccc2Cl)n1,
BEN-VAN-ed8-4,BEN-VAN-ed8-4_ACR1,"x0305,x0434",12,27,C=CC(=O)NC(=O)CNc1cc(F)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(F)cc(NCC(=O)NC(=O)CC[SiH3])c2)n1,*CCC(=O)NC(=O)CNc1cc(F)cc(Cc2nc(NCC)ccc2F)c1,CCNc1ccc(F)c(Cc2cc(F)cc(NCC(=O)NC(=O)CC[S-])c2)n1,
DEM-REL-172-3,DEM-REL-172-3_ACR1,,,,O=C1C=CC[C@H]([C@@H](NC(=O)c2cccs2)c2ccc(F)cc2)N1,,,,novel name?
DEM-REL-172-4,DEM-REL-172-4_ACR1,,,,O=C1C=C[C@H]([C@@H](NC(=O)c2cccs2)c2ccc(F)cc2)CN1,,,,novel name?
DEM-REL-172-5,DEM-REL-172-5_ACR1,,,,O=C1C=CC[C@@H]([C@@H](NC(=O)c2cccs2)c2ccc(F)cc2)N1,,,,novel name?
DEM-REL-172-7,DEM-REL-172-7_ACR1,,,,O=C1C=CC[C@@H](Oc2ccc(F)cc2)N1c1ccc(c2cc[nH]c2)[nH]1,,,,novel name?
DR,DR_ACR1,,,,C=CC(=O)N1CCN(c2ccc(C3NC(=O)c4ccccc34)cc2S(=O)(=O)N)CC1,,,,novel name?
DR,DR_ACR1,,,,C=CC(=O)N1CCN(c2ccc(C3NC(=O)c4ccccc34)cc2S(=O)(=O)N)CC1,,,,novel name?
ANT-STE-dbb-1,ANT-STE-dbb-1_ACR2,x1386,12,24,C=CC(=O)N1CCN(Cc2cn(-c3ccc(OC)cc3)nn2)CC1,COc1ccc(-n2cc(CN3CCN(C(=O)CC[SiH3])CC3)nn2)cc1,*CCC(=O)N1CCN(Cc2cn(-c3ccc(OC)cc3)nn2)CC1,COc1ccc(-n2cc(CN3CCN(C(=O)CC[S-])CC3)nn2)cc1,
ANT-STE-dbb-2,ANT-STE-dbb-2_ACR2,x1386,12,24,C=CC(=O)N1CCN(Cc2cn(-c3cccc(OC)c3)nn2)CC1,COc1cccc(-n2cc(CN3CCN(C(=O)CC[SiH3])CC3)nn2)c1,*CCC(=O)N1CCN(Cc2cn(-c3cccc(OC)c3)nn2)CC1,COc1cccc(-n2cc(CN3CCN(C(=O)CC[S-])CC3)nn2)c1,
ANT-STE-dbb-3,ANT-STE-dbb-3_ACR2,x1386,12,24,C=CC(=O)N1CCN(Cc2cn(-c3ccccc3OC)nn2)CC1,COc1ccccc1-n1cc(CN2CCN(C(=O)CC[SiH3])CC2)nn1,*CCC(=O)N1CCN(Cc2cn(-c3ccccc3OC)nn2)CC1,COc1ccccc1-n1cc(CN2CCN(C(=O)CC[S-])CC2)nn1,
AVI-UNI-70b-1,AVI-UNI-70b-1_ACR2,"x0107,x0831,x1382",20,27,C=CC(=O)N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1,O=C(CC[SiH3])N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1,*CCC(=O)N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1,O=C(CC[S-])N1CCN(Cc2cccc(Cl)c2)CC(c2cc(O)ccc2O)C1,
AVI-UNI-70b-2,AVI-UNI-70b-2_ACR2,"x0107,x0831,x1382",19,28,C=CC(=O)N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1,O=C(CC[SiH3])N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1,*CCC(=O)N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1,O=C(CC[S-])N1CCN(Cc2cc(O)ccc2O)CC(c2cc(O)ccc2O)C1,
AVI-UNI-a66-1,AVI-UNI-a66-1_ACR2,x1382,12,21,C=CC(=O)NC1=Nc2ccccc2Sc2ccc(Cl)cc21,O=C(CC[SiH3])NC1=Nc2ccccc2Sc2ccc(Cl)cc21,*CCC(=O)NC1=Nc2ccccc2Sc2ccc(Cl)cc21,O=C(CC[S-])NC1=Nc2ccccc2Sc2ccc(Cl)cc21,
AVI-UNI-a66-2,AVI-UNI-a66-2_ACR2,x1382,12,24,C=CC(=O)NC1=Nc2cc(C(=O)O)ccc2Sc2ccc(Cl)cc21,O=C(CC[SiH3])NC1=Nc2cc(C(=O)O)ccc2Sc2ccc(Cl)cc21,*CCC(=O)NC1=Nc2cc(C(=O)O)ccc2Sc2ccc(Cl)cc21,O=C(CC[S-])NC1=Nc2cc(C(=O)O)ccc2Sc2ccc(Cl)cc21,
AVI-UNI-a66-3,AVI-UNI-a66-3_ACR2,x1382,12,24,C=CC(=O)NC1=Nc2ccc(C(N)=O)cc2Sc2ccc(Cl)cc21,NC(=O)c1ccc2c(c1)Sc1ccc(Cl)cc1C(NC(=O)CC[SiH3])=N2,*CCC(=O)NC1=Nc2ccc(C(N)=O)cc2Sc2ccc(Cl)cc21,NC(=O)c1ccc2c(c1)Sc1ccc(Cl)cc1C(NC(=O)CC[S-])=N2,
BEN-DND-031-1,BEN-DND-031-1_ACR2,"x0305,x0434,x0540,x0995,x1351,x1358",21,26,C=C(Cc1cccnc1)C(=O)N1CCC(C(=O)Nc2ccccc2)CC1,O=C(Nc1ccccc1)C1CCN(C(=O)C(C[SiH3])Cc2cccnc2)CC1,*CC(Cc1cccnc1)C(=O)N1CCC(C(=O)Nc2ccccc2)CC1,O=C(Nc1ccccc1)C1CCN(C(=O)C(C[S-])Cc2cccnc2)CC1,
BEN-DND-031-2,BEN-DND-031-2_ACR2,"x0305,x0434,x0540,x0995,x1351,x1358",18,25,C=C(C(=O)N1CCC(C(=O)Nc2ccccc2)CC1)c1cccnc1,O=C(Nc1ccccc1)C1CCN(C(=O)C(C[SiH3])c2cccnc2)CC1,*CC(C(=O)N1CCC(C(=O)Nc2ccccc2)CC1)c1cccnc1,O=C(Nc1ccccc1)C1CCN(C(=O)C(C[S-])c2cccnc2)CC1,
BEN-DND-031-6,BEN-DND-031-6_ACR2,"x0305,x0434,x0540,x0995,x1351,x1358",19,29,C=C(C(=O)N1CCC(C(N)=O)CC1)C(C(=O)Nc1ccccc1)c1cccnc1,NC(=O)C1CCN(C(=O)C(C[SiH3])C(C(=O)Nc2ccccc2)c2cccnc2)CC1,*CC(C(=O)N1CCC(C(N)=O)CC1)C(C(=O)Nc1ccccc1)c1cccnc1,NC(=O)C1CCN(C(=O)C(C[S-])C(C(=O)Nc2ccccc2)c2cccnc2)CC1,
BOG-INS-01a-1,BOG-INS-01a-1_ACR2,,,,C=CC(=O)N1CCN(Cc2cccc3cc([C@H]4C[C@@H]4N)c(N4CCN(C)CC4)nc23)C[C@H]1C,,,,novel name?
BOG-INS-0b2-1,BOG-INS-0b2-1_ACR2,,,,C=CC(=O)N1CCN(Cc2cccc3cc(C(=O)NC)c(N4CCN(C)CC4)nc23)CC1,,,,novel name?
BOG-INS-15b-1,BOG-INS-15b-1_ACR2,,,,C=CC(=O)N1CCN(Cc2cccc3cc([C@H]4C[C@@H]4N)cnc23)CC12CC2,,,,novel name?
BOG-INS-160-1,BOG-INS-160-1_ACR2,,,,C=CC(=O)N1CCO[C@H](c2ccc(F)cc2-c2c(F)ccc3c2C[C@H](C(=O)[C@@H](C)N)CN3C)C1,,,,novel name?
BOG-INS-177-1,BOG-INS-177-1_ACR2,,,,C=CC(=O)N1CCO[C@H](c2cc(C)c(F)cc2-c2c(F)ccc3c2C[C@@H](C(=O)[C@H]2C[C@@H]2O)N(C)C3)C1,,,,novel name?
BOG-INS-299-1,BOG-INS-299-1_ACR2,,,,C=CC(=O)N1CCN(C2(c3cc(C#Cc4ccc(F)cc4O)c4ccccn34)CC2)[C@H]2CC21,,,,novel name?
BOG-INS-699-1,BOG-INS-699-1_ACR2,,,,C=CC(=O)N1CCN(C2(c3cc(C#Cc4ccc(F)cc4O)c4ccccn34)CC2)CC1,,,,novel name?
BOG-INS-6c2-1,BOG-INS-6c2-1_ACR2,,,,C=CC(=O)N1CCN(C2(c3cc(C#Cc4ccc(F)cc4O)c4ccc(F)cn34)CC2)[C@H]2CC21,,,,novel name?
BOG-INS-84c-1,BOG-INS-84c-1_ACR2,,,,C=CC(=O)N1CCN(Cc2cc(C#Cc3ccc(F)cc3O)c3ccc(C)cn23)CC1,,,,novel name?
BOG-INS-8eb-1,BOG-INS-8eb-1_ACR2,,,,C=CC(=O)N1CCO[C@H](c2cc(F)cc3c2CO[C@@H]3Cc2cc(O)cc(F)c2)C1,,,,novel name?
BOG-INS-bdb-1,BOG-INS-bdb-1_ACR2,,,,C=CC(=O)N1CCN(Cc2cccc3cc(C(=O)NC)c(N4CCOCC4)nc23)CC1,,,,novel name?
BOG-INS-d6b-1,BOG-INS-d6b-1_ACR2,,,,C=CC(=O)N1CCO[C@H](c2cc(F)cc3c2CC[C@@H]3Cc2cc(O)cc(F)c2)C1,,,,novel name?
BOG-INS-da5-1,BOG-INS-da5-1_ACR2,,,,C=CC(=O)N1CCO[C@H](c2cc(F)cc3c2N(C)C(=O)[C@@H]3Cc2cc(O)cc(F)c2)C1,,,,novel name?
BRU-LEF-ae0-1,BRU-LEF-ae0-1_ACR2,"x0305,x0770",18,22,C=CC(=O)N1CCN(Cc2cc(C#N)cnc2NCC)CC1,CCNc1ncc(C#N)cc1CN1CCN(C(=O)CC[SiH3])CC1,*CCC(=O)N1CCN(Cc2cc(C#N)cnc2NCC)CC1,CCNc1ncc(C#N)cc1CN1CCN(C(=O)CC[S-])CC1,
