submission name,revised name,hits,number of common atoms,number of atoms,smiles,silane smiles,dummy smiles,thio smiles,issue
NIR-THE-0d6-2,NIR-THE-0d6-2_ACR3,"x0104,x0161,x0195,x0305,x0692,x0770,x0830,x1334",25,28,C=CC(=O)NCCc1c[nH]c2c(CC3CCN(C(=O)CCl)CC3)cc(F)cc12,O=C(CC[SiH3])NCCc1c[nH]c2c(CC3CCN(C(=O)CCl)CC3)cc(F)cc12,*CCC(=O)NCCc1c[nH]c2c(CC3CCN(C(=O)CCl)CC3)cc(F)cc12,O=C(CC[S-])NCCc1c[nH]c2c(CC3CCN(C(=O)CCl)CC3)cc(F)cc12,
NIR-THE-0d6-3,NIR-THE-0d6-3_ACR3,"x0104,x0161,x0195,x0305,x0692,x0770,x0830,x1334",19,28,C=CC(=O)NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,O=C(CC[SiH3])NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,*CCC(=O)NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,O=C(CC[S-])NCCc1c[nH]c2c(NC3CCN(C(=O)CCl)CC3)cc(F)cc12,
NIR-THE-c33-3,NIR-THE-c33-3_ACR3,"x0104,x0195,x0305,x0874,x1420",28,31,C=CC(=O)NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,O=C(CC[SiH3])NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,*CCC(=O)NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,O=C(CC[S-])NCCc1c[nH]c2c(C3CN(C(=O)CCl)Cc4ccccc43)c(F)ccc12,
NIR-THE-ed2-1,NIR-THE-ed2-1_ACR3,"x0107,x0305,x0786",18,33,C=CC(=O)N(CCc1ccc(C(=O)N2CCSCC2)cc1NC(=O)CCl)c1cnccc1C,Cc1ccncc1N(CCc1ccc(C(=O)N2CCSCC2)cc1NC(=O)CCl)C(=O)CC[SiH3],*CCC(=O)N(CCc1ccc(C(=O)N2CCSCC2)cc1NC(=O)CCl)c1cnccc1C,Cc1ccncc1N(CCc1ccc(C(=O)N2CCSCC2)cc1NC(=O)CCl)C(=O)CC[S-],
NIY-UNK-626-3,NIY-UNK-626-3_ACR3,,,,C#Cc1ccc(Nc2csc(NS(=O)(=O)Cc3cccc4c3CN(C(=O)C=C)CC4)c2)nc1,,,,novel name?
PAT-UNK-b2d-1,PAT-UNK-b2d-1_ACR3,"x0104,x0692",17,19,C=CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,N#Cc1cccc(CN2CCN(C(=O)CC[SiH3])CC2)c1,*CCC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,N#Cc1cccc(CN2CCN(C(=O)CC[S-])CC2)c1,
PAT-UNK-b2d-2,PAT-UNK-b2d-2_ACR3,"x0104,x0692",17,20,C=CC(=O)N1CCN(Cc2cccc(C#CC)c2)CC1,CC#Cc1cccc(CN2CCN(C(=O)CC[SiH3])CC2)c1,*CCC(=O)N1CCN(Cc2cccc(C#CC)c2)CC1,CC#Cc1cccc(CN2CCN(C(=O)CC[S-])CC2)c1,
PAT-UNK-b2d-3,PAT-UNK-b2d-3_ACR3,"x0104,x0692",16,23,C=CC(=O)N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,O=C(CC[SiH3])N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,*CCC(=O)N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,O=C(CC[S-])N1CCN(Cc2cccc(N3CCCCC3)c2)CC1,
PAT-UNK-b2d-4,PAT-UNK-b2d-4_ACR3,"x0104,x0692",25,26,C=CC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cccc12,CC(=O)N1CCN(Cc2cccc3c(CCNC(=O)CC[SiH3])c[nH]c23)CC1,*CCC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cccc12,CC(=O)N1CCN(Cc2cccc3c(CCNC(=O)CC[S-])c[nH]c23)CC1,
PAT-UNK-b2d-5,PAT-UNK-b2d-5_ACR3,"x0104,x0692",26,28,C=CC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cc(C#N)cc12,CC(=O)N1CCN(Cc2cc(C#N)cc3c(CCNC(=O)CC[SiH3])c[nH]c23)CC1,*CCC(=O)NCCc1c[nH]c2c(CN3CCN(C(C)=O)CC3)cc(C#N)cc12,CC(=O)N1CCN(Cc2cc(C#N)cc3c(CCNC(=O)CC[S-])c[nH]c23)CC1,
PAU-WEI-b9b-7,PAU-WEI-b9b-7_ACR3,"x0104,x0305,x0770,x1380,x1385",29,35,C=CC(=O)NCCc1c[nH]c2c(C(CCc3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[SiH3])NCCc1c[nH]c2c(C(CCc3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,*CCC(=O)NCCc1c[nH]c2c(C(CCc3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[S-])NCCc1c[nH]c2c(C(CCc3ccccc3)N3CCN(C(=O)CCl)CC3)cccc12,
PAU-WEI-b9b-8,PAU-WEI-b9b-8_ACR3,"x0104,x0305,x0770,x1380,x1385",29,36,C=CC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C)cc3)N3CCN(C(=O)CCl)CC3)cccc12,Cc1ccc(CCC(c2cccc3c(CCNC(=O)CC[SiH3])c[nH]c23)N2CCN(C(=O)CCl)CC2)cc1,*CCC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C)cc3)N3CCN(C(=O)CCl)CC3)cccc12,Cc1ccc(CCC(c2cccc3c(CCNC(=O)CC[S-])c[nH]c23)N2CCN(C(=O)CCl)CC2)cc1,
PAU-WEI-b9b-9,PAU-WEI-b9b-9_ACR3,"x0104,x0305,x0770,x1380,x1385",29,39,C=CC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C(F)(F)F)cc3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[SiH3])NCCc1c[nH]c2c(C(CCc3ccc(C(F)(F)F)cc3)N3CCN(C(=O)CCl)CC3)cccc12,*CCC(=O)NCCc1c[nH]c2c(C(CCc3ccc(C(F)(F)F)cc3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[S-])NCCc1c[nH]c2c(C(CCc3ccc(C(F)(F)F)cc3)N3CCN(C(=O)CCl)CC3)cccc12,
PAU-WEI-f73-1,PAU-WEI-f73-1_ACR3,"x0104,x0305,x0830,x1249,x1385",31,33,C=CC(=O)NCCc1c[nH]c2c(C(c3ccc(Br)s3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[SiH3])NCCc1c[nH]c2c(C(c3ccc(Br)s3)N3CCN(C(=O)CCl)CC3)cccc12,*CCC(=O)NCCc1c[nH]c2c(C(c3ccc(Br)s3)N3CCN(C(=O)CCl)CC3)cccc12,O=C(CC[S-])NCCc1c[nH]c2c(C(c3ccc(Br)s3)N3CCN(C(=O)CCl)CC3)cccc12,
PET-SGC-1c3-1,PET-SGC-1c3-1_ACR3,"x0104,x0107",21,28,C=CC(=O)NCCc1c[nH]c2c(CC(=O)Nc3cnccc3C)cc(F)cc12,Cc1ccncc1NC(=O)Cc1cc(F)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(CC(=O)Nc3cnccc3C)cc(F)cc12,Cc1ccncc1NC(=O)Cc1cc(F)cc2c(CCNC(=O)CC[S-])c[nH]c12,
PET-SGC-708-1,PET-SGC-708-1_ACR3,"x0104,x0305",15,20,C=CC(=O)NCCc1cn(CC)c2ccc(C#N)cc12,CCn1cc(CCNC(=O)CC[SiH3])c2cc(C#N)ccc21,*CCC(=O)NCCc1cn(CC)c2ccc(C#N)cc12,CCn1cc(CCNC(=O)CC[S-])c2cc(C#N)ccc21,
PET-SGC-c42-1,PET-SGC-c42-1_ACR3,"x0107,x0540",22,23,C=CC(=O)Nc1cnccc1CCNC(=O)NC1CCCCC1,O=C(CC[SiH3])Nc1cnccc1CCNC(=O)NC1CCCCC1,*CCC(=O)Nc1cnccc1CCNC(=O)NC1CCCCC1,O=C(CC[S-])Nc1cnccc1CCNC(=O)NC1CCCCC1,
PET-SGC-f81-1,PET-SGC-f81-1_ACR3,"x0072,x0104",23,24,C=CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(CCNC(=O)CC[S-])c[nH]c12,
RAF-POL-950-12,RAF-POL-950-12_ACR3,,,,C=CC(=O)NCC(=O)N1CC[C@]2(CCCNC2)C1,,,,novel name?
ROB-UNI-b2e-1,ROB-UNI-b2e-1_ACR3,"x0072,x0104,x0305,x0748,x1249",22,24,C=CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(Cl)cc12,CS(=O)(=O)NCCc1cc(Cl)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(Cl)cc12,CS(=O)(=O)NCCc1cc(Cl)cc2c(CCNC(=O)CC[S-])c[nH]c12,
ROB-UNI-b2e-10,ROB-UNI-b2e-10_ACR3,"x0072,x0104,x0305,x0748,x1249",24,26,C=CC(=O)NCCc1ccnc2c(CCNS(C)(=O)=O)cc(C#N)cc12,CS(=O)(=O)NCCc1cc(C#N)cc2c(CCNC(=O)CC[SiH3])ccnc12,*CCC(=O)NCCc1ccnc2c(CCNS(C)(=O)=O)cc(C#N)cc12,CS(=O)(=O)NCCc1cc(C#N)cc2c(CCNC(=O)CC[S-])ccnc12,
ROB-UNI-b2e-11,ROB-UNI-b2e-11_ACR3,"x0072,x0104,x0305,x0748,x1249",17,26,C=CC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccc(Cl)cc12,O=C(CC[SiH3])NCCc1cn(CC(=O)N2CCOCC2)c2ccc(Cl)cc12,*CCC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccc(Cl)cc12,O=C(CC[S-])NCCc1cn(CC(=O)N2CCOCC2)c2ccc(Cl)cc12,
ROB-UNI-b2e-12,ROB-UNI-b2e-12_ACR3,"x0072,x0104,x0305,x0748,x1249",19,27,C=CC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccc(C#N)cc12,N#Cc1ccc2c(c1)c(CCNC(=O)CC[SiH3])cn2CC(=O)N1CCOCC1,*CCC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccc(C#N)cc12,N#Cc1ccc2c(c1)c(CCNC(=O)CC[S-])cn2CC(=O)N1CCOCC1,
ROB-UNI-b2e-5,ROB-UNI-b2e-5_ACR3,"x0072,x0104,x0305,x0748,x1249",24,27,C=CC(=O)NCCc1cn(CC)c2c(CCNS(C)(=O)=O)cc(C#N)cc12,CCn1cc(CCNC(=O)CC[SiH3])c2cc(C#N)cc(CCNS(C)(=O)=O)c21,*CCC(=O)NCCc1cn(CC)c2c(CCNS(C)(=O)=O)cc(C#N)cc12,CCn1cc(CCNC(=O)CC[S-])c2cc(C#N)cc(CCNS(C)(=O)=O)c21,
ROB-UNI-b2e-6,ROB-UNI-b2e-6_ACR3,"x0072,x0104,x0305,x0748,x1249",21,23,C=CC(=O)NCCc1c[nH]c2c(C(C)NC(C)=O)cc(Cl)cc12,CC(=O)NC(C)c1cc(Cl)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(C(C)NC(C)=O)cc(Cl)cc12,CC(=O)NC(C)c1cc(Cl)cc2c(CCNC(=O)CC[S-])c[nH]c12,
ROB-UNI-b2e-7,ROB-UNI-b2e-7_ACR3,"x0072,x0104,x0305,x0748,x1249",23,24,C=CC(=O)NCCc1c[nH]c2c(C(C)NC(C)=O)cc(C#N)cc12,CC(=O)NC(C)c1cc(C#N)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(C(C)NC(C)=O)cc(C#N)cc12,CC(=O)NC(C)c1cc(C#N)cc2c(CCNC(=O)CC[S-])c[nH]c12,
ROB-UNI-b2e-8,ROB-UNI-b2e-8_ACR3,"x0072,x0104,x0305,x0748,x1249",23,26,C=CC(=O)NCCc1cn(CC)c2c(C(C)NC(C)=O)cc(C#N)cc12,CCn1cc(CCNC(=O)CC[SiH3])c2cc(C#N)cc(C(C)NC(C)=O)c21,*CCC(=O)NCCc1cn(CC)c2c(C(C)NC(C)=O)cc(C#N)cc12,CCn1cc(CCNC(=O)CC[S-])c2cc(C#N)cc(C(C)NC(C)=O)c21,
ROB-UNI-b2e-9,ROB-UNI-b2e-9_ACR3,"x0072,x0104,x0305,x0748,x1249",23,25,C=CC(=O)NCCc1ccnc2c(CCNS(C)(=O)=O)cc(Cl)cc12,CS(=O)(=O)NCCc1cc(Cl)cc2c(CCNC(=O)CC[SiH3])ccnc12,*CCC(=O)NCCc1ccnc2c(CCNS(C)(=O)=O)cc(Cl)cc12,CS(=O)(=O)NCCc1cc(Cl)cc2c(CCNC(=O)CC[S-])ccnc12,
SAG-UNI-75a-3,SAG-UNI-75a-3_ACR3,"x0397,x0874",,,C=CC(=O)NC(=O)C(CC1C=CNC1=O)NCC1C[C@H](C(N)=O)[C@H](C2CCSC2)C1,,,,RuntimeError: Invariant Violation	no eligible neighbors for chiral center	Violation occurred on line 215 in file Code/GraphMol/FileParsers/MolFileStereochem.cpp	Failed Expression: nbrScores.size()	RDKIT: 2020.03.1	BOOST: 1_67
SAL-INS-68b-10,SAL-INS-68b-10_ACR3,x0874,11,42,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-68b-12,SAL-INS-68b-12_ACR3,x0874,11,39,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-68b-2,SAL-INS-68b-2_ACR3,x0874,11,37,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-68b-4,SAL-INS-68b-4_ACR3,x0874,11,44,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-68b-6,SAL-INS-68b-6_ACR3,x0874,11,47,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-68b-8,SAL-INS-68b-8_ACR3,x0874,11,40,C=CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAL-INS-a5f-2,SAL-INS-a5f-2_ACR3,x0874,11,37,C=CC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)CC[SiH3])C(N)=O,*CCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,NC(=O)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)CC[S-])C(N)=O,
SAM-UNI-7fd-1,SAM-UNI-7fd-1_ACR3,"x0072,x0104",23,24,C=CC(=O)NCCc1c[nH]c2c1CC(F)C[C@@H]2CCNS(C)(=O)=O,CS(=O)(=O)NCC[C@H]1CC(F)Cc2c(CCNC(=O)CC[SiH3])c[nH]c21,*CCC(=O)NCCc1c[nH]c2c1CC(F)C[C@@H]2CCNS(C)(=O)=O,CS(=O)(=O)NCC[C@H]1CC(F)Cc2c(CCNC(=O)CC[S-])c[nH]c21,
SAM-UNK-83e-1,SAM-UNK-83e-1_ACR3,"x0072,x0104,x0387",15,25,C=CC(=O)NC=Cc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,O=C(CC[SiH3])NC=Cc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,*CCC(=O)NC=Cc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,O=C(CC[S-])NC=Cc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,
SAM-UNK-83e-2,SAM-UNK-83e-2_ACR3,"x0072,x0104,x0387",18,24,C=CC(=O)NC=Cc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(C=CNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NC=Cc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(C=CNC(=O)CC[S-])c[nH]c12,
SAM-UNK-83e-3,SAM-UNK-83e-3_ACR3,"x0072,x0104,x0387",12,24,C=CC(=O)NC=Cc1c[nH]c2c(C=CNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NC=Cc1cc(F)cc2c(C=CNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NC=Cc1c[nH]c2c(C=CNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NC=Cc1cc(F)cc2c(C=CNC(=O)CC[S-])c[nH]c12,
SAM-UNK-903-1,SAM-UNK-903-1_ACR3,"x0072,x0104,x0387",19,25,C=CC(=O)NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,O=C(CC[SiH3])NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,*CCC(=O)NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,O=C(CC[S-])NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,
SAM-UNK-903-2,SAM-UNK-903-2_ACR3,"x0072,x0104,x0387",23,24,C=CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(CCNC(=O)CC[SiH3])c[nH]c12,*CCC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,CS(=O)(=O)NCCc1cc(F)cc2c(CCNC(=O)CC[S-])c[nH]c12,
SCO-CSI-071-1,SCO-CSI-071-1_ACR3,,,,C=CC(=O)N1CCCC1COCC(=O)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,,,,novel name?
SCO-VAN-260-5,SCO-VAN-260-5_ACR3,"x0072,x0397",8,17,C=CC(=O)NCc1c[nH]c2ccc(C#N)cc12,N#Cc1ccc2[nH]cc(CNC(=O)CC[SiH3])c2c1,*CCC(=O)NCc1c[nH]c2ccc(C#N)cc12,N#Cc1ccc2[nH]cc(CNC(=O)CC[S-])c2c1,
SCO-VAN-260-6,SCO-VAN-260-6_ACR3,"x0072,x0397",8,25,C=CC(=O)NCc1c[nH]c2c(CN3CCC(OC)CC3)cc(F)cc12,COC1CCN(Cc2cc(F)cc3c(CNC(=O)CC[SiH3])c[nH]c23)CC1,*CCC(=O)NCc1c[nH]c2c(CN3CCC(OC)CC3)cc(F)cc12,COC1CCN(Cc2cc(F)cc3c(CNC(=O)CC[S-])c[nH]c23)CC1,
SCO-VAN-260-7,SCO-VAN-260-7_ACR3,"x0072,x0397",8,23,C=CC(=O)NCc1c[nH]c2c(Cc3nnc(C)s3)cc(F)cc12,Cc1nnc(Cc2cc(F)cc3c(CNC(=O)CC[SiH3])c[nH]c23)s1,*CCC(=O)NCc1c[nH]c2c(Cc3nnc(C)s3)cc(F)cc12,Cc1nnc(Cc2cc(F)cc3c(CNC(=O)CC[S-])c[nH]c23)s1,
SCO-VAN-260-8,SCO-VAN-260-8_ACR3,"x0072,x0397",8,23,C=CC(=O)NCc1c[nH]c2c(Cc3nnc(C)o3)cc(F)cc12,Cc1nnc(Cc2cc(F)cc3c(CNC(=O)CC[SiH3])c[nH]c23)o1,*CCC(=O)NCc1c[nH]c2c(Cc3nnc(C)o3)cc(F)cc12,Cc1nnc(Cc2cc(F)cc3c(CNC(=O)CC[S-])c[nH]c23)o1,
SEL-UNI-49a-6,SEL-UNI-49a-6_ACR3,,,,C#Cc1ncnc2c1nc(C1CCCN(C(=O)CCl)C1)n2CC(=O)C(Cc1ccc(O)cc1)NC(=O)C=C,,,,novel name?
SEL-UNI-842-1,SEL-UNI-842-1_ACR3,"x0107,x0397,x1374,x1425,x1478",17,29,C=CC(=O)N(C(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[SiH3])C(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1,*CCC(=O)N(C(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[S-])C(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1,
SEL-UNI-842-2,SEL-UNI-842-2_ACR3,"x0107,x0397,x1374,x1425,x1478",18,21,C=CC(=O)N(C(=O)c1cccnc1Cl)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[SiH3])C(=O)c1cccnc1Cl,*CCC(=O)N(C(=O)c1cccnc1Cl)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[S-])C(=O)c1cccnc1Cl,
SEL-UNI-842-3,SEL-UNI-842-3_ACR3,"x0107,x0397,x1374,x1425,x1478",12,18,C=CC(=O)N(C(=O)NC1CC1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[SiH3])C(=O)NC1CC1,*CCC(=O)N(C(=O)NC1CC1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[S-])C(=O)NC1CC1,
SEL-UNI-842-4,SEL-UNI-842-4_ACR3,"x0107,x0397,x1374,x1425,x1478",14,26,C=CC(=O)N(C(=O)N1CCN(c2ccccc2)CC1)c1cnccc1C,Cc1ccncc1N(C(=O)CC[SiH3])C(=O)N1CCN(c2ccccc2)CC1,*CCC(=O)N(C(=O)N1CCN(c2ccccc2)CC1)c1cnccc1C,Cc1ccncc1N(C(=O)CC[S-])C(=O)N1CCN(c2ccccc2)CC1,
SEL-UNI-c5c-1,SEL-UNI-c5c-1_ACR3,"x0107,x0397,x1308,x1336",19,33,C=CC(=O)N(C(=O)N1CCN(S(=O)(=O)c2cc(C(C)=O)ccc2C)CC1)C1=CNCC=C1C,CC(=O)c1ccc(C)c(S(=O)(=O)N2CCN(C(=O)N(C(=O)CC[SiH3])C3=CNCC=C3C)CC2)c1,*CCC(=O)N(C(=O)N1CCN(S(=O)(=O)c2cc(C(C)=O)ccc2C)CC1)C1=CNCC=C1C,CC(=O)c1ccc(C)c(S(=O)(=O)N2CCN(C(=O)N(C(=O)CC[S-])C3=CNCC=C3C)CC2)c1,
SEL-UNI-c5c-2,SEL-UNI-c5c-2_ACR3,"x0107,x0397,x1308,x1336",18,31,C=CC(=O)N(C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(C)c2)CC1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[SiH3])C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(C)c2)CC1,*CCC(=O)N(C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(C)c2)CC1)C1=CNCC=C1C,CC1=CCNC=C1N(C(=O)CC[S-])C(=O)N1CCN(S(=O)(=O)c2ccc(Cl)c(C)c2)CC1,
SEL-UNI-cd3-8,SEL-UNI-cd3-8_ACR3,,,,C=CC(=O)NCCC1=CNc2cc(CN3CCN(C(=O)CCl)CC3)ccc2C1,,,,novel name?
SER-UNI-400-4,SER-UNI-400-4_ACR3,,,,C=CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)B(O)O,,,,novel name?
SIM-DE,SIM-DE_ACR3,,,,C=CC(=O)NCCN1CCC(CNS(C)(=O)=O)(CC(=O)Nc2cnccc2C)CC1,,,,novel name?
